"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"170","5","GO Biological Process","","Female pregnancy","0.038","ACE|SLC19A1|ANGPT2|ARG1|ACE2","40149","17896|17827|17908|18034|17887","0.0022","","GO:0007565","0.142021640338319","0"
"250","6","GO Biological Process","","Cell fate commitment","0.038","TBX21|WNT5A|PPARG|NRG1|GATA2|IRF4","40149","17893|17812|18040|17938|17842|18103","0.0022","","GO:0045165","0.142021640338319","0"
"101","4","GO Biological Process","","Tissue remodeling","0.038","ACE|CCR2|NOS3|ARG1","40149","17896|18124|18013|18034","0.0022","","GO:0048771","0.142021640338319","0"
"14","2","WikiPathways","","Cancer immunotherapy by CTLA4 blockade","0.038","CD28|CD86","40149","18067|18019","0.0031","","WP4582","0.142021640338319","0"
"14","2","WikiPathways","","Female steroid hormones in cardiomyocyte energy metabolism","0.038","NOS3|PPARGC1B","40149","18013|17776","0.0031","","WP5318","0.142021640338319","0"
"436","8","GO Biological Process","","Modulation of chemical synaptic transmission","0.0381","ACE|S100B|CCR2|ADORA2B|CX3CR1|PRKCZ|TNF|MME","40149","17896|17977|18124|17791|18145|17983|18010|18109","0.0022","","GO:0050804","0.14190750243243805","0"
"47","3","GO Biological Process","","Negative regulation of T cell differentiation","0.0384","TBX21|LILRB4|SOCS1","40149","17893|18001|17932","0.0022","","GO:0045581","0.14156687756324693","0"
"47","3","GO Biological Process","","Negative chemotaxis","0.0384","WNT5A|NRG1|DPP4","40149","17812|17938|17866","0.0022","","GO:0050919","0.14156687756324693","0"
"5","2","COMPARTMENTS","","Inhibin B complex","0.0386","AMH|SHBG","40149","17869|17788","5.5E-4","","GOCC:0043513","0.1413412695328245","0"
"712","13","Monarch Phenotype","","Neutrophil count","0.0387","MPO|CCR7|IL1RN|NLRC5|PPARG|MET|NLRP3|GATA2|NR3C2|CX3CR1|IRF4|CYP19A1|ABO","40149","17785|17944|17794|18085|18040|17860|17857|17842|18079|18145|18103|18064|18061","9.83E-5","","EFO:0004833","0.14122890349810885","0"
"640","11","COMPARTMENTS","","Vacuole","0.0388","MPO|NAPSA|ACE|ARG1|DPP4|TLR9|ADA|TRPM2|LDLR|DAPK2|ENPP1","40149","17785|18022|17896|18034|17866|18148|17926|17773|17878|17836|18004","5.7E-4","","GOCC:0005773","0.14111682744057927","0"
"649","10","GO Biological Process","","Metal ion transport","0.0388","GCK|CCR7|CCR5|NOS3|SGK1|LCN2|STEAP4|TRPM2|TRPV4|CCL5","40149","18112|17944|18133|18013|17917|17779|17797|17773|17875|17989","0.0023","","GO:0030001","0.14111682744057927","0"
"2506","24","GO Biological Process","","Biosynthetic process","0.0389","MIF|MPO|GGT1|RORA|PPARGC1A|PPARG|NOS3|PPARGC1B|CD28|GATA2|ARG1|RBP4|ADA|ABCA1|CYP19A1|FITM2|NPPC|DHRS9|CYP2E1|NR4A1|ABO|ACACA|SOCS1|SOCS7","40149","17803|17785|18106|17821|17956|18040|18013|17776|18067|17842|18034|17980|17926|17923|18064|18076|18031|18142|17782|17884|18061|17920|17932|17848","0.0023","","GO:0009058","0.14100503986742924","0"
"1888","23","Monarch Phenotype","","Abnormality of the skin","0.0391","USP18|IL1RN|RORA|WNT5A|PPARG|MERTK|NOS3|MET|CD28|RORC|NLRP3|GATA2|CD3E|RBP4|CARD9|ADA|ABCA1|CYP19A1|FITM2|POMC|LDLR|ABO|ENPP1","40149","17971|17794|17821|17812|18040|18070|18013|17860|18067|17992|17857|17842|18151|17980|18139|17926|17923|18064|18076|17851|17878|18061|18004","1.0E-4","","HP:0000951","0.14078232426041332","0"
"270","7","DISEASES","","Heart disease","0.0392","ACE|S100B|NR3C2|ACE2|TNF|ABO|TINCR","40149","17896|17977|18079|17887|18010|18061|17974","6.1E-4","","DOID:114","0.14067139329795428","0"
"978","14","DISEASES","","Cancer","0.0392","AMH|MPO|NAPSA|NRG1|MERTK|MET|NR5A2|IRF4|CYP19A1|POMC|CD8A|TNF|MME|AGAP2","40149","17869|17785|18022|17938|18070|17860|17830|18103|18064|17851|17806|18010|18109|18082","6.1E-4","","DOID:162","0.14067139329795428","0"
"271","6","WikiPathways","","IL-18 signaling pathway","0.0393","TBX21|ARG1|TNF|NR4A1|CCL5|CCL4","40149","17893|18034|18010|17884|17989|18100","0.0033","","WP4754","0.14056074496245735","0"
"172","5","GO Biological Process","","Aging","0.0395","AMH|MPO|ACE|ARG1|MME","40149","17869|17785|17896|18034|18109","0.0023","","GO:0007568","0.140340290437354","0"
"796","13","GO Molecular Function","","Lipid binding","0.0395","RORA|WNT5A|PPARG|RORC|NR3C2|NR5A2|SGK1|RBP4|ABCA1|SHBG|FITM2|TRPV4|MME","40149","17821|17812|18040|17992|18079|17830|17917|17980|17923|17788|18076|17875|18109","2.9E-4","","GO:0008289","0.140340290437354","0"
"12","2","GO Biological Process","","Immunological synapse formation","0.0396","CCR7|DOCK2","40149","17944|17950","0.0023","","GO:0001771","0.14023048140744876","0"
"12","2","GO Biological Process","","T-helper cell lineage commitment","0.0396","TBX21|IRF4","40149","17893|18103","0.0023","","GO:0002295","0.14023048140744876","0"
"12","2","GO Biological Process","","Negative regulation of myeloid leukocyte mediated immunity","0.0396","CCR2|CX3CR1","40149","18124|18145","0.0023","","GO:0002887","0.14023048140744876","0"
"12","2","GO Biological Process","","Nucleoside triphosphate catabolic process","0.0396","ADA|ENPP1","40149","17926|18004","0.0023","","GO:0009143","0.14023048140744876","0"
"12","2","GO Biological Process","","Positive regulation of guanylate cyclase activity","0.0396","NOS3|ADORA2B","40149","18013|17791","0.0023","","GO:0031284","0.14023048140744876","0"
"103","4","GO Biological Process","","T cell receptor signaling pathway","0.0396","CD28|CD3E|ADA|CD8A","40149","18067|18151|17926|17806","0.0024","","GO:0050852","0.14023048140744876","0"
"12","2","GO Biological Process","","Positive regulation of hair follicle development","0.0396","WNT5A|TNF","40149","17812|18010","0.0023","","GO:0051798","0.14023048140744876","0"
"48","3","GO Biological Process","","Regulation of cellular respiration","0.0397","PPARGC1A|TNF|TRPV4","40149","17956|18010|17875","0.0024","","GO:0043457","0.14012094932368852","0"
"48","3","GO Biological Process","","Positive regulation of muscle contraction","0.0397","ADA|ACE2|TRPV4","40149","17926|17887|17875","0.0024","","GO:0045933","0.14012094932368852","0"
"48","3","GO Biological Process","","Positive regulation of miRNA transcription","0.0397","PPARG|GATA2|TNF","40149","18040|17842|18010","0.0024","","GO:1902895","0.14012094932368852","0"
"173","5","GO Biological Process","","Phagocytosis","0.0398","MERTK|MET|GATA2|ABCA1|LDLR","40149","18070|17860|17842|17923|17878","0.0024","","GO:0006909","0.1400116927926312","0"
"3910","33","GO Biological Process","","Protein metabolic process","0.0402","CEACAM1|TBX21|USP18|RIPK3|AMH|GGT1|NAPSA|WNT5A|ADAM28|NRG1|ACE|MERTK|MET|DPP4|TLR9|CD3E|SGK1|ABCA1|PRKCZ|IRF4|SIRT3|ADM2|ACE2|SENP1|TRIB3|MME|LDLR|DUSP14|ABO|ACACA|DAPK2|SOCS1|SOCS7","40149","18037|17893|17971|18121|17869|18106|18022|17812|18016|17938|17896|18070|17860|17866|18148|18151|17917|17923|17983|18103|17959|17881|17887|18091|18097|18109|17878|17995|18061|17920|17836|17932|17848","0.0024","","GO:0019538","0.139577394691553","0"
"757","12","DISEASES","","Organ system cancer","0.0403","AMH|MPO|NAPSA|NRG1|MET|NR5A2|IRF4|CYP19A1|POMC|CD8A|TNF|MME","40149","17869|17785|18022|17938|17860|17830|18103|18064|17851|17806|18010|18109","6.5E-4","","DOID:0050686","0.13946949538588904","0"
"320","8","GO Cellular Component","","Membrane raft","0.0404","NOS3|DPP4|ABCA1|PRKCZ|CD8A|ACE2|TNF|MME","40149","18013|17866|17923|17983|17806|17887|18010|18109","3.2E-4","","GO:0045121","0.1393618634889395","0"
"324","8","GO Cellular Component","","Cytoplasmic vesicle lumen","0.0404","MIF|HGF|MPO|ARG1|ADA|LCN2|POMC|DOCK2","40149","17803|18130|17785|18034|17926|17779|17851|17950","3.4E-4","","GO:0060205","0.1393618634889395","0"
"104","4","GO Biological Process","","Regulation of glucose metabolic process","0.0406","GCK|RORA|PPARGC1A|RORC","40149","18112|17821|17956|17992","0.0024","","GO:0010906","0.1391473966422806","0"
"104","4","GO Biological Process","","Regulation of BMP signaling pathway","0.0406","WNT5A|SFRP5|PPARG|KCP","40149","17812|17968|18040|18043","0.0024","","GO:0030510","0.1391473966422806","0"
"451","9","DISEASES","","Cell type cancer","0.0407","NAPSA|MET|NR5A2|IRF4|CYP19A1|POMC|CD8A|TNF|MME","40149","18022|17860|17830|18103|18064|17851|17806|18010|18109","6.6E-4","","DOID:0050687","0.13904055907747798","0"
"72","4","DISEASES","","Lipid metabolism disorder","0.0407","NR3C2|ABCA1|POMC|LDLR","40149","18079|17923|17851|17878","6.6E-4","","DOID:3146","0.13904055907747798","0"
"30","3","DISEASES","","Ischemia","0.0407","ACE|NOS3|TNF","40149","17896|18013|18010","6.7E-4","","DOID:326","0.13904055907747798","0"
"72","4","DISEASES","","Uterine disease","0.0407","AMH|SHBG|CYP19A1|MME","40149","17869|17788|18064|18109","6.6E-4","","DOID:345","0.13904055907747798","0"
"15","2","WikiPathways","","COVID-19 adverse outcome pathway","0.041","ACE2|TNF","40149","17887|18010","0.0035","","WP4891","0.13872161432802646","0"
"15","2","WikiPathways","","FOXP3 in COVID-19","0.041","CD28|CD86","40149","18067|18019","0.0035","","WP5063","0.13872161432802646","0"
"15","2","WikiPathways","","Pro-survival signaling of neuroprotectin D1","0.041","RIPK3|TNF","40149","18121|18010","0.0035","","WP5182","0.13872161432802646","0"
"771","11","GO Biological Process","","Negative regulation of catalytic activity","0.0412","CEACAM1|HGF|PPARG|CCR2|NOS3|PRKCZ|LILRB4|TNF|TRIB3|NR4A1|SOCS1","40149","18037|18130|18040|18124|18013|17983|18001|18010|18097|17884|17932","0.0025","","GO:0043086","0.13851027839668656","0"
"49","3","GO Biological Process","","Negative regulation of blood pressure","0.0415","NOS3|ADM2|TNF","40149","18013|17881|18010","0.0025","","GO:0045776","0.13819519032879074","0"
"105","4","GO Biological Process","","Cellular response to interferon-gamma","0.0417","WNT5A|TNF|CCL5|CCL4","40149","17812|18010|17989|18100","0.0025","","GO:0071346","0.13798639450262423","0"
"44","4","Monarch Phenotype","","Coronary artery atherosclerosis","0.0417","PPARG|ABCA1|LDLR|ENPP1","40149","18040|17923|17878|18004","1.1E-4","","HP:0001677","0.13798639450262423","0"
"82","4","TISSUES","","Umbilical vein","0.0423","RORA|ACE|NOS3|ANGPT2","40149","17821|17896|18013|17908","0.0011","","BTO:0001509","0.13736596326249578","0"
"2804","27","TISSUES","","Internal female genital organ","0.0423","MIF|AMH|HGF|RORA|WNT5A|PPARG|ACE|CCR5|NOS3|SLC19A1|ANGPT2|GATA2|DPP4|TLR9|SGK1|ADA|PRKCZ|CYP19A1|SENP1|AGTR1|HMGA1|TRPV4|TRIB3|MME|NR4A1|LDLR|ENPP1","40149","17803|17869|18130|17821|17812|18040|17896|18133|18013|17827|17908|17842|17866|18148|17917|17926|17983|18064|18091|17911|17914|17875|18097|18109|17884|17878|18004","0.001","","BTO:0003099","0.13736596326249578","0"
"258","6","GO Biological Process","","Steroid metabolic process","0.0425","NR5A2|ABCA1|CYP19A1|DHRS9|CYP2E1|LDLR","40149","17830|17923|18064|18142|17782|17878","0.0026","","GO:0008202","0.13716110699496883","0"
"447","8","GO Biological Process","","Endocytosis","0.0426","CEACAM1|DPP4|ABCA1|LILRB4|ACE2|DOCK2|LDLR|ENPP1","40149","18037|17866|17923|18001|17887|17950|17878|18004","0.0026","","GO:0006897","0.1370590400897281","0"
"447","8","GO Biological Process","","Regulation of nervous system development","0.0426","HGF|WNT5A|PPARG|ACE|CX3CR1|TNF|MME|LDLR","40149","18130|17812|18040|17896|18145|18010|18109|17878","0.0026","","GO:0051960","0.1370590400897281","0"
"6","2","DISEASES","","Cardiac arrest","0.0426","ACE|S100B","40149","17896|17977","7.4E-4","","DOID:0060319","0.1370590400897281","0"
"6","2","DISEASES","","Hyperandrogenism","0.0426","AMH|SHBG","40149","17869|17788","7.4E-4","","DOID:11613","0.1370590400897281","0"
"6","2","DISEASES","","Hypokalemia","0.0426","NR3C2|POMC","40149","18079|17851","7.4E-4","","DOID:4500","0.1370590400897281","0"
"74","4","DISEASES","","Rheumatoid arthritis","0.0426","MIF|CD28|STAT4|TNF","40149","17803|18067|17953|18010","7.3E-4","","DOID:7148","0.1370590400897281","0"
"106","4","GO Biological Process","","Regulation of epithelial cell apoptotic process","0.0429","CD248|GATA2|TNF|AGAP2","40149","18115|17842|18010|18082","0.0026","","GO:1904035","0.13675427078152758","0"
"1268","17","GO Molecular Function","","Transmembrane signaling receptor activity","0.0434","CCR7|PPARG|CCR2|CCR5|MERTK|F2RL1|ADORA2B|MET|CX3CR1|TLR9|CD3E|ABCA1|AGTR1|TRPV4|GPR84|GIPR|TLR5","40149","17944|18040|18124|18133|18070|17965|17791|17860|18145|18148|18151|17923|17911|17875|18046|17818|17845","3.3E-4","","GO:0004888","0.13625102704874892","0"
"702","12","GO Molecular Function","","Protein kinase binding","0.0435","CEACAM1|PDE3B|NRG1|ACE|ANGPT2|CD28|CD3E|PRKCZ|TRPV4|TRIB3|AGAP2|SOCS1","40149","18037|18049|17938|17896|17908|18067|18151|17983|17875|18097|18082|17932","3.3E-4","","GO:0019901","0.13615107430453627","0"
"120","4","KEGG Pathways","","Osteoclast differentiation","0.0436","PPARG|LILRB4|TNF|SOCS1","40149","18040|18001|18010|17932","0.004","","hsa04380","0.1360513510731414","0"
"134","5","DISEASES","","Bone inflammation disease","0.0439","MIF|CD28|STAT4|CARD9|TNF","40149","17803|18067|17953|18139|18010","8.0E-4","","DOID:3342","0.13575354797578787","0"
"13","2","GO Biological Process","","Negative regulation of acute inflammatory response","0.0441","PPARG|NLRP3","40149","18040|17857","0.0027","","GO:0002674","0.13555614105321614","0"
"107","4","GO Biological Process","","Positive regulation of endothelial cell migration","0.0441","WNT5A|NOS3|MET|GATA2","40149","17812|18013|17860|17842","0.0027","","GO:0010595","0.13555614105321614","0"
"13","2","GO Biological Process","","Negative regulation of macrophage derived foam cell differentiation","0.0441","PPARG|ABCA1","40149","18040|17923","0.0027","","GO:0010745","0.13555614105321614","0"
"13","2","GO Biological Process","","Positive regulation of pseudopodium assembly","0.0441","CCR7|F2RL1","40149","17944|17965","0.0027","","GO:0031274","0.13555614105321614","0"
"107","4","GO Biological Process","","Negative regulation of lipid metabolic process","0.0441","CEACAM1|PDE3B|TNF|TRIB3","40149","18037|18049|18010|18097","0.0027","","GO:0045833","0.13555614105321614","0"
"476","9","Reactome Pathways","","Neutrophil degranulation","0.0441","CEACAM1|MIF|MPO|ARG1|LCN2|TRPM2|MME|DOCK2|GPR84","40149","18037|17803|17785|18034|17779|17773|18109|17950|18046","9.7E-4","","HSA-6798695","0.13555614105321614","0"
"16","3","Monarch Phenotype","","Interleukin 4 measurement","0.0447","RORC|TRIB3|ABO","40149","17992|18097|18061","1.2E-4","","EFO:0008184","0.13496924768680635","0"
"51","3","GO Biological Process","","Cellular defense response","0.0453","CCR2|CCR5|CX3CR1","40149","18124|18133|18145","0.0028","","GO:0006968","0.1343901797987168","0"
"51","3","GO Biological Process","","Lymphocyte chemotaxis","0.0453","CCR2|CCL5|CCL4","40149","18124|17989|18100","0.0028","","GO:0048247","0.1343901797987168","0"
"51","3","GO Biological Process","","Regulation of morphogenesis of a branching structure","0.0453","HGF|WNT5A|TNF","40149","18130|17812|18010","0.0028","","GO:0060688","0.1343901797987168","0"
"51","3","GO Biological Process","","Regulation of endothelial cell apoptotic process","0.0453","CD248|GATA2|TNF","40149","18115|17842|18010","0.0028","","GO:2000351","0.1343901797987168","0"
"77","4","DISEASES","","Leukocyte disease","0.0457","IRF4|POMC|CD8A|ACE2","40149","18103|17851|17806|17887","8.4E-4","","DOID:9500","0.134008379993015","0"
"338","8","GO Cellular Component","","Endocytic vesicle","0.0462","MPO|WNT5A|NOS3|DPP4|TLR9|ABCA1|ACE2|LDLR","40149","17785|17812|18013|17866|18148|17923|17887|17878","4.5E-4","","GO:0030139","0.13353580244438745","0"
"247","7","GO Molecular Function","","Kinase regulator activity","0.0463","NRG1|LILRB4|TRIB3|AGAP2|CCL5|SOCS1|SOCS7","40149","17938|18001|18097|18082|17989|17932|17848","3.7E-4","","GO:0019207","0.13344190089820468","0"
"201","5","KEGG Pathways","","Rap1 signaling pathway","0.0468","HGF|ADORA2B|ANGPT2|MET|PRKCZ","40149","18130|17791|17908|17860|17983","0.0045","","hsa04015","0.1329754146925876","0"
"9523","67","GO Cellular Component","","Membrane","0.0469","CEACAM1|MIF|AQP9|HGF|CCR7|GGT1|IL1RN|WNT5A|ADAM28|PDE3B|NRG1|ACE|CCR2|CCR5|MERTK|F2RL1|NOS3|ADORA2B|CD248|SLC19A1|ANGPT2|MET|CD28|CD86|NLRP3|ARG1|NR3C2|CX3CR1|DPP4|TLR9|CD3E|SGK1|CARD9|ADA|ABCA1|PRKCZ|STEAP4|IRF4|LILRB4|NRG4|CYP19A1|FITM2|TRPM2|TMEM26|CD8A|DHRS9|ACE2|SENP1|TNF|AGTR1|TRPV4|TRIB3|MME|DOCK2|CYP2E1|NR4A1|AGAP2|GPR84|LDLR|GIPR|SARM1|ABO|DAPK2|TLR5|SOCS1|ENPP1|SOCS7","40149","18037|17803|18055|18130|17944|18106|17794|17812|18016|18049|17938|17896|18124|18133|18070|17965|18013|17791|18115|17827|17908|17860|18067|18019|17857|18034|18079|18145|17866|18148|18151|17917|18139|17926|17923|17983|17797|18103|18001|18118|18064|18076|17773|17809|17806|18142|17887|18091|18010|17911|17875|18097|18109|17950|17782|17884|18082|18046|17878|17818|18058|18061|17836|17845|17932|18004|17848","4.8E-4","","GO:0016020","0.1328827157284917","0"
"433","9","GO Cellular Component","","Apical part of cell","0.0469","CEACAM1|NRG1|SLC19A1|DPP4|TLR9|PRKCZ|ACE2|TRPV4|LDLR","40149","18037|17938|17827|17866|18148|17983|17887|17875|17878","5.0E-4","","GO:0045177","0.1328827157284917","0"
"52","3","GO Biological Process","","Release of sequestered calcium ion into cytosol","0.0474","CCR7|CCR5|TRPM2","40149","17944|18133|17773","0.0029","","GO:0051209","0.1324221658325915","0"
"52","3","GO Biological Process","","Epithelial cell apoptotic process","0.0474","CD248|TNF|AGAP2","40149","18115|18010|18082","0.0029","","GO:1904019","0.1324221658325915","0"
"539","11","Monarch Phenotype","","Pain","0.0475","IL1RN|PPARGC1A|PPARG|MET|NLRP3|ABCA1|CYP19A1|TRPV4|MME|LDLR|ENPP1","40149","17794|17956|18040|17860|17857|17923|18064|17875|18109|17878|18004","1.4E-4","","HP:0012531","0.13233063903751335","0"
"110","4","GO Biological Process","","Positive regulation of peptidyl-serine phosphorylation","0.0477","MIF|OSM|WNT5A|TNF","40149","17803|17935|17812|18010","0.003","","GO:0033138","0.13214816209598862","0"
"62","3","KEGG Pathways","","Cytosolic DNA-sensing pathway","0.0481","RIPK3|CCL5|CCL4","40149","18121|17989|18100","0.0047","","hsa04623","0.13178549236261683","0"
"6","2","COMPARTMENTS","","Fatty acid synthase complex","0.0483","PPARG|ACACA","40149","18040|17920","7.4E-4","","GOCC:0005835","0.1316052869248488","0"
"6","2","COMPARTMENTS","","Alpha-beta T cell receptor complex","0.0483","CD3E|CD8A","40149","18151|17806","7.4E-4","","GOCC:0042105","0.1316052869248488","0"
"6","2","COMPARTMENTS","","Gamma-delta T cell receptor complex","0.0483","CD3E|CD8A","40149","18151|17806","7.4E-4","","GOCC:0042106","0.1316052869248488","0"
"199","5","WikiPathways","","Circadian rhythm genes","0.0484","RORA|PPARGC1A|PPARG|RORC|ADA","40149","17821|17956|18040|17992|17926","0.0043","","WP3594","0.13151546383555873","0"
"17","2","WikiPathways","","Metabolic pathway of LDL, HDL and TG, including diseases","0.0484","ABCA1|LDLR","40149","17923|17878","0.0043","","WP4522","0.13151546383555873","0"
